year,week,ats_accuracy,ats_correct,su_accuracy,su_correct,total_games,cors_version
1897,3,75.0,3,75.0,3,4,v0.4.0
1897,4,87.5,7,75.0,6,8,v0.4.0
1897,5,50.0,5,100.0,10,10,v0.4.0
1897,6,83.3,5,83.3,5,6,v0.4.0
1897,7,85.7,12,85.7,12,14,v0.4.0
1897,8,63.6,7,81.8,9,11,v0.4.0
1897,9,62.5,5,100.0,8,8,v0.4.0
1897,10,55.6,5,55.6,5,9,v0.4.0
1897,11,87.5,7,75.0,6,8,v0.4.0
1898,3,75.0,3,75.0,3,4,v0.4.0
1898,4,85.7,6,100.0,7,7,v0.4.0
1898,5,72.7,8,81.8,9,11,v0.4.0
1898,6,60.0,6,80.0,8,10,v0.4.0
1898,7,81.8,9,90.9,10,11,v0.4.0
1898,8,50.0,6,91.7,11,12,v0.4.0
1898,9,70.0,7,50.0,5,10,v0.4.0
1898,10,54.5,6,72.7,8,11,v0.4.0
1898,11,50.0,3,50.0,3,6,v0.4.0
1898,12,75.0,6,37.5,3,8,v0.4.0
1899,3,100.0,2,100.0,2,2,v0.4.0
1899,4,62.5,5,50.0,4,8,v0.4.0
1899,5,75.0,12,87.5,14,16,v0.4.0
1899,6,64.3,9,71.4,10,14,v0.4.0
1899,7,75.0,15,70.0,14,20,v0.4.0
1899,8,60.0,9,73.3,11,15,v0.4.0
1899,9,58.3,7,83.3,10,12,v0.4.0
1899,10,50.0,7,64.3,9,14,v0.4.0
1899,11,64.3,9,64.3,9,14,v0.4.0
1899,12,33.3,3,55.6,5,9,v0.4.0
1899,13,72.7,8,72.7,8,11,v0.4.0
1899,14,0.0,0,100.0,1,1,v0.4.0
1900,2,100.0,1,100.0,1,1,v0.4.0
1900,3,85.7,6,100.0,7,7,v0.4.0
1900,4,66.7,8,83.3,10,12,v0.4.0
1900,5,82.4,14,76.5,13,17,v0.4.0
1900,6,53.3,8,73.3,11,15,v0.4.0
1900,7,73.3,11,73.3,11,15,v0.4.0
1900,8,43.8,7,68.8,11,16,v0.4.0
1900,9,73.3,11,73.3,11,15,v0.4.0
1900,10,57.1,8,64.3,9,14,v0.4.0
1900,11,75.0,6,75.0,6,8,v0.4.0
1900,12,54.5,6,54.5,6,11,v0.4.0
1901,2,71.4,5,85.7,6,7,v0.4.0
1901,3,45.5,5,90.9,10,11,v0.4.0
1901,4,57.9,11,84.2,16,19,v0.4.0
1901,5,55.6,10,88.9,16,18,v0.4.0
1901,6,52.6,10,63.2,12,19,v0.4.0
1901,7,57.1,8,64.3,9,14,v0.4.0
1901,8,56.2,9,81.2,13,16,v0.4.0
1901,9,58.8,10,88.2,15,17,v0.4.0
1901,10,53.8,7,69.2,9,13,v0.4.0
1902,2,0.0,0,100.0,1,1,v0.4.0
1902,3,80.0,4,80.0,4,5,v0.4.0
1902,4,61.1,11,61.1,11,18,v0.4.0
1902,5,70.8,17,75.0,18,24,v0.4.0
1902,6,69.2,18,61.5,16,26,v0.4.0
1902,7,46.4,13,60.7,17,28,v0.4.0
1902,8,76.0,19,80.0,20,25,v0.4.0
1902,9,61.5,16,65.4,17,26,v0.4.0
1902,10,41.4,12,62.1,18,29,v0.4.0
1902,11,40.0,6,66.7,10,15,v0.4.0
1903,2,100.0,2,100.0,2,2,v0.4.0
1903,3,87.5,7,75.0,6,8,v0.4.0
1903,4,68.8,11,81.2,13,16,v0.4.0
1903,5,48.0,12,84.0,21,25,v0.4.0
1903,6,50.0,15,66.7,20,30,v0.4.0
1903,7,64.0,16,44.0,11,25,v0.4.0
1903,8,43.5,10,69.6,16,23,v0.4.0
1903,9,56.5,13,60.9,14,23,v0.4.0
1903,10,31.8,7,59.1,13,22,v0.4.0
1903,11,42.9,6,78.6,11,14,v0.4.0
1903,12,40.9,9,59.1,13,22,v0.4.0
1904,1,0.0,0,0.0,0,0,v0.4.0
1904,2,33.3,1,33.3,1,3,v0.4.0
1904,3,70.4,19,59.3,16,27,v0.4.0
1904,4,71.4,20,75.0,21,28,v0.4.0
1904,5,52.9,18,76.5,26,34,v0.4.0
1904,6,68.0,17,84.0,21,25,v0.4.0
1904,7,37.0,10,70.4,19,27,v0.4.0
1904,8,82.8,24,69.0,20,29,v0.4.0
1904,9,78.1,25,75.0,24,32,v0.4.0
1904,10,56.2,9,87.5,14,16,v0.4.0
1904,11,70.0,14,65.0,13,20,v0.4.0
1905,2,40.0,2,100.0,5,5,v0.4.0
1905,3,85.7,12,71.4,10,14,v0.4.0
1905,4,69.2,18,69.2,18,26,v0.4.0
1905,5,67.9,19,67.9,19,28,v0.4.0
1905,6,54.8,17,74.2,23,31,v0.4.0
1905,7,59.3,16,74.1,20,27,v0.4.0
1905,8,61.5,16,73.1,19,26,v0.4.0
1905,9,76.0,19,64.0,16,25,v0.4.0
1905,10,74.1,20,70.4,19,27,v0.4.0
1905,11,66.7,12,77.8,14,18,v0.4.0
1906,1,0.0,0,100.0,3,3,v0.4.0
1906,2,50.0,3,50.0,3,6,v0.4.0
1906,3,54.5,6,63.6,7,11,v0.4.0
1906,4,47.1,8,82.4,14,17,v0.4.0
1906,5,56.2,9,62.5,10,16,v0.4.0
1906,6,68.4,13,57.9,11,19,v0.4.0
1906,7,45.5,10,59.1,13,22,v0.4.0
1906,8,35.3,6,82.4,14,17,v0.4.0
1906,9,47.6,10,66.7,14,21,v0.4.0
1906,10,43.8,7,75.0,12,16,v0.4.0
1906,11,50.0,7,64.3,9,14,v0.4.0
1907,2,40.0,2,80.0,4,5,v0.4.0
1907,3,66.7,8,50.0,6,12,v0.4.0
1907,4,70.0,14,80.0,16,20,v0.4.0
1907,5,50.0,9,55.6,10,18,v0.4.0
1907,6,54.2,13,50.0,12,24,v0.4.0
1907,7,45.8,11,75.0,18,24,v0.4.0
1907,8,56.0,14,64.0,16,25,v0.4.0
1907,9,60.0,12,75.0,15,20,v0.4.0
1907,10,46.2,6,53.8,7,13,v0.4.0
1907,11,81.2,13,50.0,8,16,v0.4.0
1908,2,50.0,1,100.0,2,2,v0.4.0
1908,3,66.7,6,77.8,7,9,v0.4.0
1908,4,42.9,6,42.9,6,14,v0.4.0
1908,5,57.9,11,84.2,16,19,v0.4.0
1908,6,64.7,11,76.5,13,17,v0.4.0
1908,7,47.4,9,47.4,9,19,v0.4.0
1908,8,66.7,16,70.8,17,24,v0.4.0
1908,9,45.8,11,54.2,13,24,v0.4.0
1908,10,44.4,8,66.7,12,18,v0.4.0
1908,11,63.6,14,63.6,14,22,v0.4.0
1909,2,0.0,0,100.0,1,1,v0.4.0
1909,3,91.7,11,83.3,10,12,v0.4.0
1909,4,76.9,10,100.0,13,13,v0.4.0
1909,5,43.5,10,65.2,15,23,v0.4.0
1909,6,44.0,11,60.0,15,25,v0.4.0
1909,7,63.2,12,73.7,14,19,v0.4.0
1909,8,45.8,11,66.7,16,24,v0.4.0
1909,9,45.8,11,54.2,13,24,v0.4.0
1909,10,27.8,5,61.1,11,18,v0.4.0
1909,11,45.0,9,75.0,15,20,v0.4.0
1910,2,100.0,1,100.0,1,1,v0.4.0
1910,3,75.0,3,75.0,3,4,v0.4.0
1910,4,75.0,12,68.8,11,16,v0.4.0
1910,5,54.5,12,72.7,16,22,v0.4.0
1910,6,72.0,18,60.0,15,25,v0.4.0
1910,7,58.3,14,70.8,17,24,v0.4.0
1910,8,40.9,9,54.5,12,22,v0.4.0
1910,9,50.0,13,69.2,18,26,v0.4.0
1910,10,47.4,9,73.7,14,19,v0.4.0
1910,11,66.7,16,83.3,20,24,v0.4.0
1911,2,50.0,2,100.0,4,4,v0.4.0
1911,3,83.3,10,66.7,8,12,v0.4.0
1911,4,62.5,10,56.2,9,16,v0.4.0
1911,5,65.2,15,60.9,14,23,v0.4.0
1911,6,60.0,15,76.0,19,25,v0.4.0
1911,7,41.7,10,62.5,15,24,v0.4.0
1911,8,60.9,14,65.2,15,23,v0.4.0
1911,9,48.1,13,66.7,18,27,v0.4.0
1911,10,23.1,3,30.8,4,13,v0.4.0
1911,11,72.2,13,77.8,14,18,v0.4.0
1911,12,100.0,1,100.0,1,1,v0.4.0
1912,1,100.0,1,100.0,1,1,v0.4.0
1912,2,0.0,0,0.0,0,1,v0.4.0
1912,3,68.8,11,37.5,6,16,v0.4.0
1912,4,66.7,14,81.0,17,21,v0.4.0
1912,5,52.0,13,72.0,18,25,v0.4.0
1912,6,57.1,16,60.7,17,28,v0.4.0
1912,7,40.0,10,52.0,13,25,v0.4.0
1912,8,42.3,11,53.8,14,26,v0.4.0
1912,9,44.0,11,64.0,16,25,v0.4.0
1912,10,50.0,8,62.5,10,16,v0.4.0
1912,11,60.9,14,69.6,16,23,v0.4.0
1913,2,50.0,1,50.0,1,2,v0.4.0
1913,3,54.5,6,72.7,8,11,v0.4.0
1913,4,62.5,10,93.8,15,16,v0.4.0
1913,5,76.9,20,73.1,19,26,v0.4.0
1913,6,36.0,9,68.0,17,25,v0.4.0
1913,7,64.0,16,72.0,18,25,v0.4.0
1913,8,60.7,17,64.3,18,28,v0.4.0
1913,9,42.9,12,78.6,22,28,v0.4.0
1913,10,56.2,9,75.0,12,16,v0.4.0
1913,11,55.0,11,55.0,11,20,v0.4.0
1914,2,50.0,1,100.0,2,2,v0.4.0
1914,3,66.7,8,50.0,6,12,v0.4.0
1914,4,76.2,16,61.9,13,21,v0.4.0
1914,5,57.7,15,65.4,17,26,v0.4.0
1914,6,50.0,15,66.7,20,30,v0.4.0
1914,7,63.0,17,66.7,18,27,v0.4.0
1914,8,56.7,17,56.7,17,30,v0.4.0
1914,9,41.4,12,75.9,22,29,v0.4.0
1914,10,47.6,10,66.7,14,21,v0.4.0
1914,11,33.3,8,70.8,17,24,v0.4.0
1915,2,75.0,3,75.0,3,4,v0.4.0
1915,3,82.4,14,52.9,9,17,v0.4.0
1915,4,60.0,12,50.0,10,20,v0.4.0
1915,5,51.9,14,77.8,21,27,v0.4.0
1915,6,53.1,17,68.8,22,32,v0.4.0
1915,7,58.6,17,69.0,20,29,v0.4.0
1915,8,61.3,19,71.0,22,31,v0.4.0
1915,9,50.0,15,70.0,21,30,v0.4.0
1915,10,50.0,9,50.0,9,18,v0.4.0
1915,11,74.1,20,81.5,22,27,v0.4.0
1916,3,87.5,7,100.0,8,8,v0.4.0
1916,4,62.5,10,37.5,6,16,v0.4.0
1916,5,58.3,14,70.8,17,24,v0.4.0
1916,6,64.5,20,67.7,21,31,v0.4.0
1916,7,53.3,16,63.3,19,30,v0.4.0
1916,8,55.2,16,79.3,23,29,v0.4.0
1916,9,70.0,21,60.0,18,30,v0.4.0
1916,10,54.5,18,69.7,23,33,v0.4.0
1916,11,42.1,8,73.7,14,19,v0.4.0
1916,12,60.7,17,71.4,20,28,v0.4.0
1917,1,0.0,0,0.0,0,1,v0.4.0
1917,3,83.3,5,83.3,5,6,v0.4.0
1917,4,62.5,5,87.5,7,8,v0.4.0
1917,5,76.2,16,47.6,10,21,v0.4.0
1917,6,59.4,19,68.8,22,32,v0.4.0
1917,7,70.4,19,66.7,18,27,v0.4.0
1917,8,50.0,15,63.3,19,30,v0.4.0
1917,9,63.3,19,70.0,21,30,v0.4.0
1917,10,55.2,16,72.4,21,29,v0.4.0
1917,11,56.2,9,62.5,10,16,v0.4.0
1917,12,70.4,19,59.3,16,27,v0.4.0
1918,1,50.0,1,0.0,0,2,v0.4.0
1918,2,33.3,1,0.0,0,3,v0.4.0
1918,3,50.0,1,100.0,2,2,v0.4.0
1918,4,66.7,2,33.3,1,3,v0.4.0
1918,5,50.0,1,100.0,2,2,v0.4.0
1918,6,37.5,3,37.5,3,8,v0.4.0
1918,7,52.9,9,64.7,11,17,v0.4.0
1918,8,65.0,13,60.0,12,20,v0.4.0
1918,9,52.9,9,58.8,10,17,v0.4.0
1918,10,70.8,17,62.5,15,24,v0.4.0
1918,11,60.0,3,80.0,4,5,v0.4.0
1919,2,66.7,4,100.0,6,6,v0.4.0
1919,3,57.1,8,78.6,11,14,v0.4.0
1919,4,59.3,16,55.6,15,27,v0.4.0
1919,5,61.8,21,76.5,26,34,v0.4.0
1919,6,42.9,15,54.3,19,35,v0.4.0
1919,7,48.6,17,65.7,23,35,v0.4.0
1919,8,51.3,20,71.8,28,39,v0.4.0
1919,9,48.5,16,57.6,19,33,v0.4.0
1919,10,27.3,6,36.4,8,22,v0.4.0
1919,11,57.6,19,60.6,20,33,v0.4.0
1920,1,100.0,2,100.0,2,2,v0.4.0
1920,2,52.9,9,70.6,12,17,v0.4.0
1920,3,63.0,17,51.9,14,27,v0.4.0
1920,4,50.0,16,68.8,22,32,v0.4.0
1920,5,61.1,22,72.2,26,36,v0.4.0
1920,6,43.2,16,64.9,24,37,v0.4.0
1920,7,54.1,20,70.3,26,37,v0.4.0
1920,8,53.8,21,74.4,29,39,v0.4.0
1920,9,45.8,11,75.0,18,24,v0.4.0
1920,10,53.8,14,76.9,20,26,v0.4.0
1921,2,100.0,4,100.0,4,4,v0.4.0
1921,3,70.6,12,64.7,11,17,v0.4.0
1921,4,81.5,22,85.2,23,27,v0.4.0
1921,5,59.4,19,65.6,21,32,v0.4.0
1921,6,73.7,28,55.3,21,38,v0.4.0
1921,7,65.9,29,65.9,29,44,v0.4.0
1921,8,44.7,17,57.9,22,38,v0.4.0
1921,9,70.0,28,70.0,28,40,v0.4.0
1921,10,54.8,17,64.5,20,31,v0.4.0
1921,11,46.2,12,61.5,16,26,v0.4.0
1921,12,40.0,2,60.0,3,5,v0.4.0
1922,1,100.0,2,100.0,2,2,v0.4.0
1922,2,75.0,9,83.3,10,12,v0.4.0
1922,3,73.9,17,73.9,17,23,v0.4.0
1922,4,45.7,16,68.6,24,35,v0.4.0
1922,5,46.3,19,58.5,24,41,v0.4.0
1922,6,51.3,20,76.9,30,39,v0.4.0
1922,7,59.5,22,56.8,21,37,v0.4.0
1922,8,64.4,29,68.9,31,45,v0.4.0
1922,9,53.8,21,79.5,31,39,v0.4.0
1922,10,50.0,14,75.0,21,28,v0.4.0
1922,11,51.4,18,68.6,24,35,v0.4.0
1923,2,66.7,8,75.0,9,12,v0.4.0
1923,3,65.2,15,47.8,11,23,v0.4.0
1923,4,57.1,20,65.7,23,35,v0.4.0
1923,5,50.0,20,67.5,27,40,v0.4.0
1923,6,46.2,18,59.0,23,39,v0.4.0
1923,7,60.5,23,68.4,26,38,v0.4.0
1923,8,57.5,23,77.5,31,40,v0.4.0
1923,9,63.4,26,68.3,28,41,v0.4.0
1923,10,57.1,16,85.7,24,28,v0.4.0
1923,11,35.5,11,54.8,17,31,v0.4.0
1924,1,100.0,1,100.0,1,1,v0.4.0
1924,2,72.7,8,90.9,10,11,v0.4.0
1924,3,66.7,18,59.3,16,27,v0.4.0
1924,4,59.4,19,53.1,17,32,v0.4.0
1924,5,54.8,23,69.0,29,42,v0.4.0
1924,6,42.5,17,62.5,25,40,v0.4.0
1924,7,61.0,25,78.0,32,41,v0.4.0
1924,8,61.0,25,48.8,20,41,v0.4.0
1924,9,53.5,23,67.4,29,43,v0.4.0
1924,10,56.7,17,63.3,19,30,v0.4.0
1924,11,44.7,17,63.2,24,38,v0.4.0
1924,12,66.7,2,66.7,2,3,v0.4.0
1925,1,0.0,0,100.0,1,1,v0.4.0
1925,2,54.5,6,72.7,8,11,v0.4.0
1925,3,62.5,15,50.0,12,24,v0.4.0
1925,4,52.9,18,55.9,19,34,v0.4.0
1925,5,50.0,18,58.3,21,36,v0.4.0
1925,6,57.5,23,47.5,19,40,v0.4.0
1925,7,35.7,15,73.8,31,42,v0.4.0
1925,8,70.0,28,67.5,27,40,v0.4.0
1925,9,48.7,19,74.4,29,39,v0.4.0
1925,10,51.9,14,66.7,18,27,v0.4.0
1925,11,56.2,18,68.8,22,32,v0.4.0
1925,12,100.0,1,100.0,1,1,v0.4.0
1926,1,100.0,1,100.0,1,1,v0.4.0
1926,2,66.7,2,66.7,2,3,v0.4.0
1926,3,56.5,13,65.2,15,23,v0.4.0
1926,4,62.1,18,58.6,17,29,v0.4.0
1926,5,47.2,17,58.3,21,36,v0.4.0
1926,6,41.5,17,68.3,28,41,v0.4.0
1926,7,56.8,21,59.5,22,37,v0.4.0
1926,8,50.0,17,70.6,24,34,v0.4.0
1926,9,61.5,24,69.2,27,39,v0.4.0
1926,10,52.4,11,76.2,16,21,v0.4.0
1926,11,50.0,15,60.0,18,30,v0.4.0
1926,12,0.0,0,0.0,0,1,v0.4.0
1927,1,0.0,0,0.0,0,0,v0.4.0
1927,2,50.0,1,100.0,2,2,v0.4.0
1927,3,52.2,12,43.5,10,23,v0.4.0
1927,4,54.8,17,48.4,15,31,v0.4.0
1927,5,53.8,21,48.7,19,39,v0.4.0
1927,6,50.0,20,65.0,26,40,v0.4.0
1927,7,65.0,26,62.5,25,40,v0.4.0
1927,8,44.7,17,65.8,25,38,v0.4.0
1927,9,58.5,24,63.4,26,41,v0.4.0
1927,10,45.5,10,68.2,15,22,v0.4.0
1927,11,51.6,16,54.8,17,31,v0.4.0
1927,12,60.0,3,80.0,4,5,v0.4.0
1927,14,100.0,1,100.0,1,1,v0.4.0
1928,1,0.0,0,0.0,0,1,v0.4.0
1928,4,100.0,8,100.0,8,8,v0.4.0
1928,5,56.5,13,47.8,11,23,v0.4.0
1928,6,53.1,17,59.4,19,32,v0.4.0
1928,7,50.0,20,72.5,29,40,v0.4.0
1928,8,51.4,19,54.1,20,37,v0.4.0
1928,9,58.3,21,52.8,19,36,v0.4.0
1928,10,51.2,21,65.9,27,41,v0.4.0
1928,11,53.7,22,65.9,27,41,v0.4.0
1928,12,68.2,15,59.1,13,22,v0.4.0
1928,13,61.3,19,77.4,24,31,v0.4.0
1928,14,50.0,2,75.0,3,4,v0.4.0
1929,2,83.3,5,66.7,4,6,v0.4.0
1929,3,62.5,15,66.7,16,24,v0.4.0
1929,4,48.6,18,56.8,21,37,v0.4.0
1929,5,53.8,21,51.3,20,39,v0.4.0
1929,6,51.5,17,75.8,25,33,v0.4.0
1929,7,56.8,21,62.2,23,37,v0.4.0
1929,8,56.1,23,70.7,29,41,v0.4.0
1929,9,55.3,21,78.9,30,38,v0.4.0
1929,10,54.2,13,66.7,16,24,v0.4.0
1929,11,50.0,15,66.7,20,30,v0.4.0
1929,12,40.0,2,100.0,5,5,v0.4.0
1929,13,100.0,1,100.0,1,1,v0.4.0
1929,14,100.0,1,100.0,1,1,v0.4.0
1930,2,100.0,1,100.0,1,1,v0.4.0
1930,3,55.6,5,77.8,7,9,v0.4.0
1930,4,58.6,17,44.8,13,29,v0.4.0
1930,5,68.6,24,65.7,23,35,v0.4.0
1930,6,60.5,26,74.4,32,43,v0.4.0
1930,7,50.0,20,65.0,26,40,v0.4.0
1930,8,65.9,29,61.4,27,44,v0.4.0
1930,9,36.6,15,87.8,36,41,v0.4.0
1930,10,48.8,21,60.5,26,43,v0.4.0
1930,11,50.0,13,57.7,15,26,v0.4.0
1930,12,48.6,17,77.1,27,35,v0.4.0
1930,13,0.0,0,71.4,5,7,v0.4.0
1930,14,0.0,0,100.0,1,1,v0.4.0
1931,3,54.5,6,54.5,6,11,v0.4.0
1931,4,73.1,19,50.0,13,26,v0.4.0
1931,5,61.0,25,61.0,25,41,v0.4.0
1931,6,51.3,20,66.7,26,39,v0.4.0
1931,7,53.7,22,75.6,31,41,v0.4.0
1931,8,40.5,17,73.8,31,42,v0.4.0
1931,9,60.9,28,65.2,30,46,v0.4.0
1931,10,46.8,22,55.3,26,47,v0.4.0
1931,11,43.8,14,68.8,22,32,v0.4.0
1931,12,48.6,17,60.0,21,35,v0.4.0
1931,13,55.6,5,66.7,6,9,v0.4.0
1931,14,50.0,1,100.0,2,2,v0.4.0
1932,1,100.0,1,100.0,1,1,v0.4.0
1932,2,76.9,10,53.8,7,13,v0.4.0
1932,3,62.5,20,68.8,22,32,v0.4.0
1932,4,46.3,19,65.9,27,41,v0.4.0
1932,5,52.2,24,58.7,27,46,v0.4.0
1932,6,44.7,21,63.8,30,47,v0.4.0
1932,7,56.2,27,72.9,35,48,v0.4.0
1932,8,48.8,21,60.5,26,43,v0.4.0
1932,9,55.1,27,63.3,31,49,v0.4.0
1932,10,41.7,15,77.8,28,36,v0.4.0
1932,11,67.6,23,73.5,25,34,v0.4.0
1932,12,55.6,5,77.8,7,9,v0.4.0
1932,13,100.0,1,100.0,1,1,v0.4.0
1932,14,66.7,2,33.3,1,3,v0.4.0
1933,2,60.0,3,60.0,3,5,v0.4.0
1933,3,66.7,20,60.0,18,30,v0.4.0
1933,4,58.1,25,58.1,25,43,v0.4.0
1933,5,51.2,22,60.5,26,43,v0.4.0
1933,6,66.0,33,72.0,36,50,v0.4.0
1933,7,45.1,23,72.5,37,51,v0.4.0
1933,8,54.2,26,62.5,30,48,v0.4.0
1933,9,55.1,27,61.2,30,49,v0.4.0
1933,10,58.0,29,70.0,35,50,v0.4.0
1933,11,50.0,20,75.0,30,40,v0.4.0
1933,12,51.6,16,71.0,22,31,v0.4.0
1933,13,33.3,1,100.0,3,3,v0.4.0
1934,2,60.0,3,60.0,3,5,v0.4.0
1934,3,62.5,15,37.5,9,24,v0.4.0
1934,4,42.2,19,48.9,22,45,v0.4.0
1934,5,62.8,27,65.1,28,43,v0.4.0
1934,6,58.3,28,70.8,34,48,v0.4.0
1934,7,44.0,22,62.0,31,50,v0.4.0
1934,8,50.0,23,63.0,29,46,v0.4.0
1934,9,63.5,33,73.1,38,52,v0.4.0
1934,10,44.2,23,61.5,32,52,v0.4.0
1934,11,55.9,19,76.5,26,34,v0.4.0
1934,12,52.8,19,75.0,27,36,v0.4.0
1934,13,50.0,3,33.3,2,6,v0.4.0
1934,14,0.0,0,100.0,1,1,v0.4.0
1935,1,60.0,3,100.0,5,5,v0.4.0
1935,2,75.0,21,64.3,18,28,v0.4.0
1935,3,50.0,21,66.7,28,42,v0.4.0
1935,4,60.9,28,73.9,34,46,v0.4.0
1935,5,48.9,22,68.9,31,45,v0.4.0
1935,6,50.0,27,63.0,34,54,v0.4.0
1935,7,51.9,28,68.5,37,54,v0.4.0
1935,8,49.0,25,66.7,34,51,v0.4.0
1935,9,46.9,23,61.2,30,49,v0.4.0
